DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	9q22.32	9	96239903	NR	HSD17B3			3293			rs8190560-?	rs8190560	0	8190560	non_coding_transcript_exon_variant	0		2E-6	5.698970004336019	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	18q22.3	18	72618222	NR	HNRNPA1P11, CBLN2			100128044, 147381			rs8093502-?	rs8093502	0	8093502	intron_variant	0		2E-6	5.698970004336019	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	5q14.1	5	81352876	NR	ACOT12			134526			rs7729671-?	rs7729671	0	7729671	intron_variant	0		3E-6	5.522878745280337	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	2q24.1	2	156077041	NR	LOC101929378			101929378			rs10177924-?	rs10177924	0	10177924	intron_variant	0		3E-6	5.522878745280337	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	4p15.32	4	16166331	NR	TAPT1			202018			rs2271749-?	rs2271749	0	2271749	intron_variant	0		3E-6	5.522878745280337	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	21q22.2	21	39972984	NR	PCP4 - DSCAM	5121	1826		43587	38015	rs1734920-?	rs1734920	0	1734920	intergenic_variant	1		3E-6	5.522878745280337	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	8q24.3	8	144552744	NR	ARHGAP39			80728			rs2620636-?	rs2620636	0	2620636	intron_variant	0		4E-6	5.3979400086720375	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	11p15.4	11	9830928	NR	SBF2			81846			rs2403221-?	rs2403221	0	2403221	intron_variant	0		5E-6	5.301029995663981	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	5q13.3	5	74013280	NR	LOC105379034 - LOC105379036	105379034	105379036		30448	20994	rs11952583-?	rs11952583	0	11952583	intergenic_variant	1		5E-6	5.301029995663981	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	2q35	2	215766643	LINC00607	LINC00607			646324			rs4674024-?	rs4674024	0	4674024	intron_variant	0		2E-6	5.698970004336019	(males)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	5q34	5	163673674	LOC100419716, MAT2B	MAT2B - LOC102724458	27430	102724458		154321	35496	rs292404-?	rs292404	0	292404	intergenic_variant	1		2E-6	5.698970004336019	(males)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	4q34.3	4	182278992	TENM3, MIR1305	TENM3			55714			rs11724903-?	rs11724903	0	11724903	intron_variant	0		3E-7	6.522878745280337	(males)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	Xp11.21	X	55366646	PAGE3, MAGEH1, MIR4536-1, RRAGB, LOC644924, USP51, XAGE-4	LOC100421746 - MIR4536-1	100421746	100616155		77860	84849	rs4240023-?	rs4240023	0	4240023	intergenic_variant	1		8E-8	7.096910013008056	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	17q24.3	17	72792267	SLC39A11	SLC39A11			201266			rs2567519-?	rs2567519	0	2567519	intron_variant	0		1E-7	7.0	(males)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	15q26.1	15	92314871	ST8SIA2, SLCO3A1	NPM1P5 - ST8SIA2	4874	8128		27637	79039	rs12912184-?	rs12912184	0	12912184	intron_variant	1		9E-8	7.045757490560675	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	9q33.2	9	122180265	NR	MORN5			254956			rs7856367-?	rs7856367	0	7856367	intron_variant	0	NR	5E-6	5.301029995663981	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	16q23.2	16	80711878	NR	CDYL2			124359			rs41472047-?	rs41472047	0	41472047	intron_variant	0	NR	8E-6	5.096910013008056	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	8q22.2	8	99483411	NR	VPS13B			157680			rs3105169-?	rs3105169	0	3105169	intron_variant	0	NR	8E-6	5.096910013008056	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	4q23	4	99070491	NR	METAP1 - ADH5	23173	128		7682	487	rs7662987-?	rs7662987	0	7662987	upstream_gene_variant	1	NR	9E-6	5.045757490560675	(females)			Illumina [1211988] (imputed)	N
2014-10-28	24665060	Argos M	2014-03-24	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24665060	Genome-wide association study of smoking behaviours among Bangladeshi adults.	Smoking initiation	754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females	NA	2p25.3	2	2839536	NR	LOC105373390			105373390			rs13403149-?	rs13403149	0	13403149	upstream_gene_variant	0	NR	7E-6	5.154901959985743	(males)			Illumina [1211988] (imputed)	N
2017-03-20	27393504	Zanetti KA	2016-05-13	Lung Cancer	www.ncbi.nlm.nih.gov/pubmed/27393504	Genome-wide association study confirms lung cancer susceptibility loci on chromosomes 5p15 and 15q25 in an African-American population.	Smoking status (current vs former)	2029 African American current smoker individuals,  1748 African American former smoker individuals	NA	6q25.1	6	151696556	ESR1	ESR1			2099			rs1293936-?	rs1293936	0	1293936	intron_variant	0	NR	5E-7	6.301029995663981		1.28	[1.16-1.41]	Illumina [1024001]	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	7q31.1	7	108904404	intergenic	C7orf66 - LOC646614	154907	646614		19817	89314	rs1404697-?	rs1404697	0	1404697	non_coding_transcript_exon_variant	1	NR	8E-6	5.096910013008056	(Heaviness of Smoking Index)			Affymetrix [352228]	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	7q31.1	7	108908603	PNPLA8, THAP5, DNAJB9, C7orf66, LOC154907	C7orf66 - LOC646614	154907	646614		24016	85115	rs848353-?	rs848353	0	848353	upstream_gene_variant	1	NR	9E-7	6.045757490560675	(Heaviness of Smoking Index)			Affymetrix [352228]	N
2015-09-22	25551457	Baumert J	2014-12-31	PLoS One	www.ncbi.nlm.nih.gov/pubmed/25551457	No evidence for genome-wide interactions on plasma fibrinogen by smoking, alcohol consumption and body mass index: results from meta-analyses of 80,607 subjects.	Fibrinogen levels (smoking status, alcohol consumption or body mass index interaction)	up to 80,607 European ancestry individuals	NA	15q25.1	15	78521704	LOC123688	HYKK			123688			rs10519203-A	rs10519203	0	10519203	intron_variant	0	0.648	6E-8	7.221848749616356	(Smoking status)	0.048	[0.030-0.066] g/L decrease	Affymetrix, Illumina [~ 2600000] (imputed)	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	5q33.2	5	155775518	intergenic	SGCD			6444			rs11134474-?	rs11134474	0	11134474	intergenic_variant	0	NR	8E-6	5.096910013008056				Affymetrix [352228]	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	7q31.1	7	108904404	intergenic	C7orf66 - LOC646614	154907	646614		19817	89314	rs1404697-?	rs1404697	0	1404697	non_coding_transcript_exon_variant	1	NR	5E-6	5.301029995663981	(Fagerstrom test for nicotine dependence)			Affymetrix [352228]	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	7q31.1	7	108908603	PNPLA8, THAP5, DNAJB9, C7orf66, LOC154907	C7orf66 - LOC646614	154907	646614		24016	85115	rs848353-?	rs848353	0	848353	upstream_gene_variant	1	NR	2E-6	5.698970004336019	(Cigarettes smoked per day)			Affymetrix [352228]	N
2011-11-15	22006218	Yoon D	2011-10-18	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22006218	Large-scale genome-wide association study of Asian population reveals genetic factors in FRMD4A and other loci influencing smoking initiation and nicotine dependence.	Smoking behavior	8,842 Korean ancestry individuals	1,366 African American individuals, 671 European ancestry individuals	7q31.1	7	108908603	PNPLA8, THAP5, DNAJB9, C7orf66, LOC154907	C7orf66 - LOC646614	154907	646614		24016	85115	rs848353-?	rs848353	0	848353	upstream_gene_variant	1	NR	3E-7	6.522878745280337	(Fagerstrom test for nicotine dependence)			Affymetrix [352228]	N
2010-05-24	20418889	Liu JZ	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418889	Meta-analysis and imputation refines the association of 15q25 with smoking quantity.	Smoking behavior	41,150 European ancestry individuals	120,516 European ancestry individuals	15q25.1	15	78601997	CHRNA5, CHRNA3	CHRNA3			1136			rs1051730-G	rs1051730	0	1051730	synonymous_variant	0	0.66	2E-66	65.69897000433602		0.08	[0.07-0.09] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	15q25.1	15	78601997	NR	CHRNA3			1136			rs1051730-A	rs1051730	0	1051730	synonymous_variant	0	0.34	2E-69	68.69897000433602		0.8	[0.70-0.90] CPD increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	8p11.21	8	42695355	CHRNB3, CHRNA6	SMIM19 - LOC105379396	114926	105379396		142358	1143	rs6474412-T	rs6474412	0	6474412	upstream_gene_variant	1	0.78	1E-8	8.0		0.29	[0.19-0.39] CPD increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	7p14.3	7	32307723	intergenic	PDE1C			5137			rs215614-G	rs215614	0	215614	regulatory_region_variant	0	0.36	2E-7	6.698970004336019		0.22	[0.14-0.30] CPD increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	19q13.2	19	40852719	CYP2A6, RAB4D	CYP2A6 - CYP2A7	1548	1549		2272	22720	rs4105144-C	rs4105144	0	4105144	intron_variant	1	0.70	2E-12	11.698970004336019		0.39	[0.27-0.51] CPD increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	19q13.2	19	41015733	CYP2B6	CYP2B6			1555			rs7260329-G	rs7260329	0	7260329	intron_variant	0	0.69	6E-6	5.221848749616356		0.2	[0.12-0.28] CPD increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-08-14	22832964	David SP	2012-05-22	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832964	Genome-wide meta-analyses of smoking behaviors in African Americans.	Smoking behavior	Up to 32,389 African American individuals	NA	15q25.1	15	78559273	CHRNA5	PSMA4 - CHRNA5	5685	1138		10053	6247	rs2036527-A	rs2036527	0	2036527	intergenic_variant	1	0.22	2E-8	7.698970004336019	(CPD)	0.04	[0.026-0.054] unit increase	Affymetrix, Illumina [~ 2900000] (imputed)	N
2012-08-14	22832964	David SP	2012-05-22	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832964	Genome-wide meta-analyses of smoking behaviors in African Americans.	Smoking behavior	Up to 32,389 African American individuals	NA	1q44	1	244369912	C1orf100	C1orf100			200159			rs3101457-A	rs3101457	0	3101457	intron_variant	0	0.75	3E-7	6.522878745280337	(CPD)	0.041	[0.025-0.057] unit increase	Affymetrix, Illumina [~ 2900000] (imputed)	N
2012-08-14	22832964	David SP	2012-05-22	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832964	Genome-wide meta-analyses of smoking behaviors in African Americans.	Smoking behavior	Up to 32,389 African American individuals	NA	15q12	15	26178900	LOC503519	LOC105370739 - LOC107984780	105370739	107984780		35902	216135	rs547843-C	rs547843	0	547843	intergenic_variant	1	0.65	6E-7	6.221848749616356	(CPD)	0.035	[0.021-0.049] unit decrease	Affymetrix, Illumina [~ 2900000] (imputed)	N
